ID,Process ID,Process Name,Host Name,Kernel Name,Context,Stream,Block Size,Grid Size,Device,CC,Section Name,Metric Name,Metric Unit,Metric Value,Rule Name,Rule Type,Rule Description
2,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,inst,0,,,
2,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,inst,0,,,
2,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,inst,0,,,
2,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,sm__throughput.avg.pct_of_peak_sustained_elapsed,%,2.25,,,
2,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Launch Statistics,Registers Per Thread,register/thread,38,,,
2,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Launch Statistics,Threads,thread,"262,144",,,
2,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Occupancy,Achieved Occupancy,%,11.16,,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,dram__bytes.sum,byte,"1,412,864",,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,%,4.17,,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,,0,,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,,"8,448",,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,%,0.25,,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,l1tex__t_bytes.sum,byte,"8,396,800",,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,%,4.17,,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,lts__t_bytes.sum,byte,"2,065,920",,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,lts__throughput.avg.pct_of_peak_sustained_elapsed,%,2.10,,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,sm__cycles_elapsed.avg,cycle,"31,058.91",,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,sm__cycles_elapsed.avg.per_second,cycle/second,"1,149,989,166.45",,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,sm__inst_executed_pipe_tensor.sum,inst,0,,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,inst,0,,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,inst,0,,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,inst,0,,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,inst,"262,144",,,
3,114330,python3.8,127.0.0.1,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",1,7,"(32, 8, 1)","(64, 16, 1)",0,8.0,Command line profiler metrics,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,inst,"10,240",,,
